Player,Team,Pos,# of Top 5 Szns,# of Top 12 Szns,# of Top 24 Szns,Draft,Age,Draft Year,Cr.Year,SZN Year,POS RK,PPG POS RK,TEAM POS RK,GMs,Opps,TGT%,EPG,FPOE/G,aDot,Yd/TMAtt / G,PPG (PPR),TD Rate (YD/TD),Dominator (rec),Opportunity Share (% of team - non qb - RuAtt and Tgts),PPR,.5ppr,STD,SIXPT,FFPC,DK,FD,Snaps,Snap%,Tgt,Tgt Shr,Att,% Tm Att,Opps,% Tm Opps,Yards,Att,Comp,Comp%,TD,Int,Yd/Att,Rating,Total,Completed,Conv%,AY/Att,EP,FPOE,PaEP,PaFPOE,ruEP,ruFPOE,reEP,reFPOE,Att,Yards,TD,RUSH TD% (TD/ATT),YPC,% Tm Att,FumL,Tgt,Rec,Yards,TD,TD% (REC/TD,YPR,Yd/Tgt,TGT%,AirYards,AY/Tgt,YAC,RACR,Airyards %,WOPR,AirYAC (AY+YAC),
Tyreek Hill,KC,WR,2.00,3.00,4.00,165,22,2016,1,2016,18,22,1,16,107,16.00%,11.13,2.56,7.60,0.89,13.69,95.56,31.8%,16.4%,219,188.5,158,219,219,218,186.5,416,0.41,83,0.16,24,0.06,107,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,178.1,40.9,0,0,33.5,11.2,144.6,12.3,24,267,3,12.50%,11.1,0.06,1,83,61,593,6,7.23%,9.7,7.1,0.16,627,7.6,249,0.95,0.18,0.36,876,Tyreek Hill1
Tyrell Williams,LAC,WR,0.00,0.00,1.00,329,24,2015,2,2016,19,23,1,16,119,21.00%,12.34,1.21,11.40,1.06,13.56,151.29,34.5%,16.8%,216.9,182.4,147.9,216.9,216.9,225.9,182.4,891,0.84,119,0.21,0,0,119,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,197.5,19.4,0,0,0,0,197.5,19.4,0,0,0,0.00%,NA,0,0,119,69,1059,7,5.88%,15.3,8.9,0.21,1358,11.4,433,0.78,0.28,0.51,1791,Tyrell Williams2
Victor Cruz,NYG,WR,1.00,1.00,2.00,329,30,2010,7,2016,76,87,3,15,72,13.00%,7.85,-0.95,12.00,0.63,6.91,586.00,16.5%,9.6%,103.6,84.1,64.6,103.6,103.6,102.6,82.1,766,0.78,72,0.13,0,0,72,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,117.8,-14.2,0,0,0,0,117.8,-14.2,0,0,0,0.00%,NA,0,1,72,39,586,1,1.39%,15,8.1,0.13,861,12,189,0.68,0.2,0.33,1050,Victor Cruz7
A.J. Green,CIN,WR,2.00,4.00,6.00,4,29,2011,7,2017,10,12,1,16,143,29.00%,14.44,-0.01,13.00,1.22,14.43,134.75,47.8%,22.3%,230.8,193.3,155.8,230.8,230.8,237.8,189.3,857,0.89,143,0.29,0,0,143,0.17,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,231,-0.2,0,0,0,0,231,-0.5,0,0,0,0.00%,NA,0,2,143,75,1078,8,5.59%,14.4,7.5,0.29,1865,13,305,0.58,0.45,0.75,2170,A.J. Green7
Adam Humphries,TB,WR,0.00,0.00,1.00,329,24,2015,3,2017,51,63,3,16,84,14.00%,8.18,-0.01,6.50,0.64,8.17,637.00,15.9%,11.8%,130.7,100.2,69.7,130.7,130.7,132.7,98.2,684,0.63,83,0.14,1,0,84,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,130.9,-0.2,0,0,0.4,0.2,130.5,-0.4,1,6,0,0.00%,6,0,1,83,61,631,1,1.20%,10.3,7.6,0.14,536,6.5,309,1.18,0.09,0.27,845,Adam Humphries3
Adam Thielen,MIN,WR,0.00,3.00,3.00,329,27,2013,5,2017,9,11,1,16,144,27.00%,14.61,0.62,10.60,1.24,15.23,321.75,40.4%,18.5%,243.7,198.2,152.7,243.7,243.7,253.7,194.2,1033,0.92,143,0.27,1,0,144,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,233.8,9.9,0,0,1,0.1,232.8,9.9,1,11,0,0.00%,11,0,2,143,91,1276,4,2.80%,14,8.9,0.27,1512,10.6,448,0.84,0.38,0.67,1960,Adam Thielen5
Allen Hurns,JAC,WR,0.00,0.00,1.00,329,26,2014,4,2017,68,47,2,10,56,18.00%,9.39,0.55,9.70,0.74,9.94,242.00,17.8%,7.3%,99.4,79.9,60.4,99.4,99.4,102.4,79.9,537,0.77,56,0.18,0,0,56,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,93.9,5.5,0,0,0,0,93.9,5.5,0,0,0,0.00%,NA,0,0,56,39,484,2,3.57%,12.4,8.6,0.18,542,9.7,175,0.89,0.21,0.41,717,Allen Hurns4
Allen Robinson,JAC,WR,0.00,3.00,3.00,61,24,2014,4,2017,190,137,7,1,1,5.00%,1.40,1.30,15.00,0.26,2.70,0.00,0.5%,0.1%,2.7,2.2,1.7,2.7,2.7,2.7,2.2,3,0.05,1,0.05,0,0,1,0.02,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,1.4,1.3,0,0,0,0,1.4,1.3,0,0,0,0.00%,NA,0,0,1,1,17,0,0.00%,17,17,0.05,15,15,2,1.13,0.09,0.13,17,Allen Robinson4
Alshon Jeffery,PHI,WR,0.00,2.00,3.00,45,27,2012,6,2017,21,25,1,16,120,22.00%,12.91,-0.66,13.70,0.67,12.24,87.67,31.4%,14.1%,195.9,167.4,138.9,195.9,195.9,195.9,167.4,927,0.82,120,0.22,0,0,120,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,206.5,-10.6,0,0,0,0,206.5,-10.6,0,0,0,0.00%,NA,0,0,120,57,789,9,7.50%,13.8,6.6,0.22,1639,13.7,202,0.48,0.31,0.54,1841,Alshon Jeffery6
Amari Cooper,LV,WR,0.00,1.00,5.00,4,23,2015,3,2017,36,34,2,14,97,20.00%,11.47,-0.16,11.60,0.84,11.31,97.71,33.3%,14.6%,158.4,134.4,110.4,158.4,158.4,164.4,134.4,710,0.81,96,0.2,1,0,97,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,160.6,-2.2,0,0,0.3,0.1,160.2,-2.2,1,4,0,0.00%,4,0,0,96,48,680,7,7.29%,14.2,7.1,0.2,1109,11.6,296,0.61,0.27,0.49,1405,Amari Cooper3
Antonio Brown,PIT,WR,6.00,6.00,7.00,195,29,2010,8,2017,2,1,1,14,162,31.00%,18.66,3.51,13.40,1.71,22.16,170.33,49.3%,20.9%,310.3,259.8,209.3,310.3,310.3,334.3,259.8,888,0.9,162,0.31,0,0,162,0.18,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,261.2,49.1,0,0,0,0,261.2,49.1,0,0,0,0.00%,NA,0,0,162,101,1533,9,5.56%,15.2,9.5,0.31,2174,13.4,481,0.71,0.45,0.77,2655,Antonio Brown8
Brandin Cooks,NE,WR,0.00,1.00,5.00,20,24,2014,4,2017,15,18,1,16,123,20.00%,12.31,1.52,15.40,0.90,13.83,160.29,31.5%,16.6%,221.2,188.7,156.2,221.2,221.2,227.2,188.7,1058,0.93,114,0.2,9,0.02,123,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,196.9,24.3,0,0,6.8,-2.8,190.1,27.1,9,40,0,0.00%,4.4,0.02,0,114,65,1082,7,6.14%,16.6,9.5,0.2,1759,15.4,227,0.62,0.33,0.52,1986,Brandin Cooks4
Brandon LaFell,CIN,WR,0.00,0.00,1.00,78,31,2010,8,2017,56,67,2,16,89,18.00%,9.04,-1.24,8.60,0.62,7.80,182.67,22.2%,13.9%,124.8,98.8,72.8,124.8,124.8,124.8,98.8,863,0.89,89,0.18,0,0,89,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,144.6,-19.8,0,0,0,0,144.6,-19.8,0,0,0,0.00%,NA,0,0,89,52,548,3,3.37%,10.5,6.2,0.18,766,8.6,239,0.72,0.18,0.4,1005,Brandon LaFell8
Chris Godwin,TB,WR,1.00,1.00,1.00,84,21,2017,1,2017,73,90,4,16,55,9.00%,5.95,-0.17,13.20,0.53,5.78,525.00,13.6%,7.8%,92.5,75.5,58.5,92.5,92.5,95.5,75.5,449,0.41,55,0.09,0,0,55,0.06,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,95.2,-2.7,0,0,0,0,95.2,-2.7,0,0,0,0.00%,NA,0,0,55,34,525,1,1.82%,15.4,9.5,0.09,725,13.2,169,0.72,0.12,0.22,894,Chris Godwin1
Cooper Kupp,LAR,WR,1.00,1.00,1.00,69,24,2017,1,2017,25,29,2,15,95,20.00%,10.21,1.72,8.70,0.96,11.93,173.80,30.5%,12.7%,178.9,147.9,116.9,178.9,178.9,183.9,145.9,740,0.76,94,0.2,0,0,94,0.1,0,1,0,0,0,0,0,39.6,-10,0,0,-10,153.1,25.8,0,0,0,0,153.1,24.7,0,0,0,0.00%,NA,0,1,94,62,869,5,5.32%,14,9.2,0.2,814,8.7,358,1.07,0.22,0.45,1172,Cooper Kupp1
Davante Adams,GB,WR,2.00,3.00,5.00,53,25,2014,4,2017,14,9,1,14,118,24.00%,14.19,1.71,9.80,1.07,15.89,88.50,46.8%,17.2%,222.5,185.5,148.5,222.5,222.5,225.5,185.5,776,0.85,118,0.24,0,0,118,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,198.6,23.9,0,0,0,0,198.6,23.9,0,0,0,0.00%,NA,0,0,118,74,885,10,8.47%,12,7.5,0.24,1153,9.8,338,0.77,0.34,0.6,1491,Davante Adams4
DeAndre Hopkins,HOU,WR,5.00,5.00,6.00,27,25,2013,5,2017,1,2,1,15,174,35.00%,18.75,2.04,12.90,1.49,20.79,106.00,58.2%,23.4%,311.8,263.8,215.8,311.8,311.8,325.8,261.8,1027,0.98,174,0.35,0,0,174,0.19,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,281.2,30.6,0,0,0,0,281.2,30.6,0,0,0,0.00%,NA,0,1,174,96,1378,13,7.47%,14.4,7.9,0.35,2240,12.9,359,0.62,0.45,0.84,2599,DeAndre Hopkins5
DeVante Parker,MIA,WR,0.00,1.00,1.00,14,24,2015,3,2017,53,46,3,13,96,20.00%,12.36,-2.36,12.60,1.00,10.00,670.00,18.9%,16.2%,130,101.5,73,130,130,130,101.5,678,0.81,96,0.2,0,0,96,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,160.7,-30.7,0,0,0,0,160.7,-30.7,0,0,0,0.00%,NA,0,0,96,57,670,1,1.04%,11.8,7,0.2,1206,12.6,207,0.56,0.3,0.52,1413,DeVante Parker3
Demaryius Thomas,DEN,WR,3.00,4.00,6.00,22,30,2010,8,2017,16,22,1,16,140,25.00%,14.20,-1.21,10.40,0.93,12.99,189.80,42.3%,18.4%,207.9,166.4,124.9,207.9,207.9,209.9,164.4,886,0.79,140,0.25,0,0,140,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,227.2,-19.3,0,0,0,0,227.2,-19.3,0,0,0,0.00%,NA,0,1,140,83,949,5,3.57%,11.4,6.8,0.25,1462,10.4,299,0.65,0.31,0.6,1761,Demaryius Thomas8
Devin Funchess,CAR,WR,0.00,0.00,1.00,41,23,2015,3,2017,22,26,1,16,112,23.00%,11.21,0.98,12.90,0.85,12.19,105.00,49.2%,19.6%,195,163.5,132,195,195,198,163.5,853,0.79,112,0.23,0,0,112,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,179.4,15.6,0,0,0,0,179.4,15.6,0,0,0,0.00%,NA,0,0,112,63,840,8,7.14%,13.3,7.5,0.23,1442,12.9,296,0.58,0.34,0.58,1738,Devin Funchess3
Dez Bryant,DAL,WR,2.00,3.00,5.00,24,29,2010,8,2017,24,30,1,16,132,27.00%,13.98,-2.21,11.50,0.86,11.78,139.00,38.8%,18.1%,188.4,153.9,119.4,188.4,188.4,187.4,151.9,894,0.84,131,0.27,1,0,132,0.14,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,223.7,-35.3,0,0,1.7,-2.1,222,-34.1,1,-4,0,0.00%,-4,0,1,131,69,838,6,4.58%,12.1,6.4,0.27,1502,11.5,267,0.56,0.39,0.68,1769,Dez Bryant8
Doug Baldwin,SEA,WR,0.00,2.00,3.00,329,29,2011,7,2017,13,17,1,16,118,22.00%,11.70,2.26,12.70,1.02,13.96,122.88,36.7%,19.6%,223.3,185.8,148.3,223.3,223.3,229.3,185.8,855,0.8,116,0.22,2,0,118,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,187.2,36.1,0,0,1.1,-1.9,186.2,37.9,2,-8,0,0.00%,-4,0,0,116,75,991,8,6.90%,13.2,8.5,0.22,1476,12.7,274,0.67,0.27,0.52,1750,Doug Baldwin7
Emmanuel Sanders,DEN,WR,1.00,1.00,4.00,82,30,2010,8,2017,61,53,2,12,92,22.00%,12.30,-2.76,10.60,0.72,9.54,277.50,22.0%,12.1%,114.5,91,67.5,114.5,114.5,117.5,91,635,0.75,92,0.22,0,0,92,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,147.6,-33.1,0,0,0,0,147.6,-33.1,0,0,0,0.00%,NA,0,0,92,47,555,2,2.17%,11.8,6,0.22,978,10.6,167,0.57,0.26,0.52,1145,Emmanuel Sanders8
Eric Decker,TEN,WR,0.00,2.00,3.00,87,30,2010,8,2017,59,72,2,16,84,17.00%,8.47,-1.20,10.00,0.60,7.27,563.00,19.8%,12.8%,116.3,89.3,62.3,116.3,116.3,116.3,89.3,736,0.72,83,0.17,0,0,83,0.09,0,1,0,0,0,0,0,39.6,0,0,NaN%,0,135.5,-19.2,0.1,-0.1,0,0,135.4,-19.1,0,0,0,0.00%,NA,0,0,83,54,563,1,1.20%,10.4,6.8,0.17,826,10,113,0.68,0.19,0.39,939,Eric Decker8
Golden Tate,DET,WR,0.00,2.00,4.00,60,29,2010,8,2017,11,14,1,16,125,21.00%,12.24,1.92,6.00,1.10,14.16,205.00,31.0%,17.0%,226.5,180.5,134.5,226.5,226.5,234.5,178.5,791,0.76,120,0.21,5,0.01,125,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,195.8,30.7,1.6,0.4,4,-1.8,190.2,32.1,5,22,0,0.00%,4.4,0.01,1,120,92,1003,5,4.17%,10.9,8.4,0.21,716,6,613,1.4,0.16,0.43,1329,Golden Tate8
Jarvis Landry,MIA,WR,1.00,3.00,5.00,63,25,2014,4,2017,4,5,1,16,163,27.00%,16.91,-0.41,5.90,1.19,16.50,108.89,42.3%,27.3%,264,208,152,264,264,262,204,932,0.9,161,0.27,1,0,162,0.17,0,1,0,0,0,0,0,39.6,11,0,0,11,270.5,-6.5,0,0,1.3,-2,269.2,-4.5,1,-7,0,0.00%,-7,0,2,161,112,987,9,5.59%,8.8,6.1,0.27,956,5.9,498,1.03,0.2,0.55,1454,Jarvis Landry4
John Brown,ARI,WR,0.00,0.00,1.00,91,27,2014,4,2017,89,73,2,10,56,15.00%,8.81,-1.82,15.30,0.49,6.99,103.00,15.3%,7.6%,69.9,59.4,48.9,69.9,69.9,69.9,59.4,490,0.71,55,0.15,1,0,56,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,88.1,-18.2,0,0,0.9,0.1,87.2,-18.3,1,10,0,0.00%,10,0,0,55,21,299,3,5.45%,14.2,5.4,0.15,843,15.3,59,0.35,0.23,0.38,902,John Brown4
Jordan Matthews,BUF,WR,0.00,0.00,1.00,42,25,2014,4,2017,100,89,3,10,36,13.00%,5.80,0.12,7.00,0.47,5.92,282.00,10.3%,5.3%,59.2,46.7,34.2,59.2,59.2,58.2,44.7,509,0.78,36,0.13,0,0,36,0.06,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,58,1.2,0,0,0,0,58,1.2,0,0,0,0.00%,NA,0,1,36,25,282,1,2.78%,11.3,7.8,0.13,253,7,124,1.11,0.1,0.26,377,Jordan Matthews4
Josh Gordon,CLE,WR,1.00,1.00,1.00,329,26,2012,6,2017,103,32,1,5,43,26.00%,13.04,-1.54,15.70,1.12,11.50,335.00,14.0%,7.7%,57.5,48.5,39.5,57.5,57.5,60.5,48.5,259,0.84,43,0.26,0,0,43,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,65.2,-7.7,0,0,0,0,65.2,-7.7,0,0,0,0.00%,NA,0,0,43,18,335,1,2.33%,18.6,7.8,0.26,674,15.7,123,0.5,0.46,0.72,797,Josh Gordon6
Juju Smith-Schuster,PIT,WR,0.00,1.00,3.00,62,21,2017,1,2017,20,15,2,14,79,17.00%,9.34,4.79,9.20,1.02,14.12,131.00,32.3%,10.2%,197.7,168.7,139.7,197.7,197.7,206.7,168.7,707,0.75,79,0.17,0,0,79,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,130.7,67,0,0,0,0,130.7,61,0,0,0,0.00%,NA,0,0,79,58,917,7,8.86%,15.8,11.6,0.17,729,9.2,430,1.26,0.16,0.36,1159,Juju Smith-Schuster1
Julio Jones,ATL,WR,3.00,7.00,8.00,6,28,2011,7,2017,7,10,1,16,149,29.00%,15.43,0.31,14.20,1.52,15.74,486.33,42.0%,20.2%,251.9,207.9,163.9,251.9,251.9,263.9,207.9,766,0.75,148,0.29,1,0,149,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,246.9,5,0,0,0.5,1,246.3,4.1,1,15,0,0.00%,15,0,0,148,88,1444,3,2.03%,16.4,9.8,0.29,2105,14.2,486,0.69,0.44,0.74,2591,Julio Jones7
Kasen Williams,CLE,WR,0.00,0.00,1.00,329,25,2015,3,2017,147,144,5,7,18,7.00%,4.14,-1.66,10.90,0.20,2.49,0.00,2.5%,3.2%,17.4,12.9,8.4,17.4,17.4,17.4,12.9,134,0.28,18,0.07,0,0,18,0.04,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,29,-11.6,0,0,0,0,29,-11.6,0,0,0,0.00%,NA,0,0,18,9,84,0,0.00%,9.3,4.7,0.07,196,10.9,21,0.43,0.09,0.17,217,Kasen Williams3
Keenan Allen,LAC,WR,1.00,4.00,5.00,76,25,2013,5,2017,3,4,1,16,161,28.00%,16.41,1.35,9.00,1.40,17.76,200.29,41.4%,22.6%,284.2,233.2,182.2,284.2,284.2,305.2,233.2,897,0.84,159,0.28,2,0,161,0.16,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,262.6,21.6,0,0,1.8,-0.9,260.8,16.5,2,9,1,50.00%,4.5,0,0,159,102,1393,6,3.77%,13.7,8.8,0.28,1434,9,501,0.97,0.3,0.63,1935,Keenan Allen5
Kelvin Benjamin,BUF,WR,0.00,0.00,1.00,28,26,2014,4,2017,48,51,1,14,78,18.00%,9.11,0.54,11.60,0.82,9.66,230.67,26.7%,11.5%,135.2,111.2,87.2,135.2,135.2,138.2,111.2,598,0.65,78,0.18,0,0,78,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,127.6,7.6,0,0,0,0,127.6,7.6,0,0,0,0.00%,NA,0,0,78,48,692,3,3.85%,14.4,8.9,0.18,903,11.6,139,0.77,0.23,0.43,1042,Kelvin Benjamin4
Kendall Wright,CHI,WR,0.00,0.00,1.00,20,28,2012,6,2017,54,65,1,16,91,19.00%,8.73,-0.83,7.80,0.69,7.90,614.00,24.9%,15.2%,126.4,96.9,67.4,126.4,126.4,129.4,96.9,580,0.59,91,0.19,0,0,91,0.1,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,139.7,-13.3,0,0,0,0,139.7,-13.3,0,0,0,0.00%,NA,0,0,91,59,614,1,1.10%,10.4,6.7,0.19,707,7.8,182,0.87,0.2,0.43,889,Kendall Wright6
Kenny Golladay,DET,WR,0.00,1.00,2.00,96,24,2017,1,2017,71,60,4,11,49,13.00%,7.29,1.31,14.80,0.76,8.60,162.00,15.8%,6.6%,94.6,80.6,66.6,94.6,94.6,94.6,80.6,477,0.69,48,0.13,1,0,49,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,80.2,14.4,0,0,0.7,0.2,79.4,14.3,1,9,0,0.00%,9,0,0,48,28,477,3,6.25%,17,9.9,0.13,711,14.8,180,0.67,0.23,0.36,891,Kenny Golladay1
Marvin Jones,DET,WR,0.00,1.00,2.00,166,27,2012,6,2017,12,16,2,16,107,19.00%,11.27,2.80,15.20,1.18,14.07,122.33,40.1%,14.5%,225.1,194.6,164.1,225.1,225.1,234.1,194.6,1005,0.96,107,0.19,0,0,107,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,180.3,44.8,0,0,0,0,180.3,44.8,0,0,0,0.00%,NA,0,0,107,61,1101,9,8.41%,18,10.3,0.19,1624,15.2,195,0.68,0.36,0.53,1819,Marvin Jones6
Michael Thomas,NO,WR,1.00,4.00,4.00,47,24,2016,2,2017,6,8,1,16,149,28.00%,15.17,0.99,9.50,1.31,16.16,249.00,39.6%,22.3%,258.5,206.5,154.5,258.5,258.5,264.5,206.5,851,0.82,149,0.28,0,0,149,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,242.7,15.8,0,0,0,0,242.7,15.8,0,0,0,0.00%,NA,0,0,149,104,1245,5,3.36%,12,8.4,0.28,1418,9.5,425,0.88,0.41,0.71,1843,Michael Thomas2
Mike Evans,TB,WR,1.00,2.00,7.00,7,24,2014,4,2017,17,20,1,15,136,24.00%,15.26,-1.72,13.80,1.08,13.54,200.20,32.3%,19.2%,203.1,167.6,132.1,203.1,203.1,206.1,167.6,884,0.86,136,0.24,0,0,136,0.15,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,228.9,-25.8,0,0,0,0,228.9,-25.5,0,0,0,0.00%,NA,0,0,136,71,1001,5,3.68%,14.1,7.4,0.24,1875,13.8,134,0.53,0.32,0.59,2009,Mike Evans4
Nelson Agholor,PHI,WR,0.00,0.00,1.00,20,24,2015,3,2017,23,28,2,16,96,17.00%,10.02,2.08,10.40,0.66,12.09,86.11,29.6%,11.3%,193.5,162.5,131.5,193.5,193.5,196.5,162.5,813,0.72,95,0.17,1,0,96,0.09,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,160.3,33.2,0,0,1.5,-0.8,158.8,28,1,7,1,100.00%,7,0,0,95,62,768,8,8.42%,12.4,8.1,0.17,986,10.4,301,0.78,0.19,0.39,1287,Nelson Agholor3
Odell Beckham Jr.,NYG,WR,2.00,3.00,4.00,12,25,2014,4,2017,85,3,1,4,42,25.00%,16.83,1.68,12.70,1.24,18.50,103.33,15.7%,6.1%,74,61.5,49,74,74,74,61.5,212,0.77,41,0.25,1,0.01,42,0.17,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,67.3,6.7,0,0,0.7,0.1,66.6,6.6,1,8,0,0.00%,8,0.01,0,41,25,302,3,7.32%,12.1,7.4,0.25,520,12.7,65,0.58,0.38,0.64,585,Odell Beckham Jr.4
Randall Cobb,GB,WR,0.00,1.00,2.00,64,27,2011,7,2017,35,42,2,15,102,18.00%,10.57,0.06,6.00,0.77,10.63,170.00,27.8%,14.7%,159.5,126.5,93.5,159.5,159.5,159.4,126.4,742,0.76,92,0.18,9,0.02,101,0.11,10,1,1,1,0,0,10,108.3,-5,-5,1,-5,158.6,0.9,0.3,0.2,4.8,-3.1,153.6,3.7,9,17,0,0.00%,1.9,0.02,0,92,66,653,4,4.35%,9.9,7.1,0.18,555,6,412,1.18,0.14,0.37,967,Randall Cobb7
Rishard Matthews,TEN,WR,0.00,0.00,1.00,227,28,2012,6,2017,37,37,1,14,88,20.00%,9.98,1.18,11.80,0.97,11.16,198.00,36.6%,13.6%,156.2,129.7,103.2,156.2,156.2,159.2,129.7,746,0.82,87,0.2,1,0,88,0.11,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,139.7,16.5,0,0,0.7,-1,139,17.5,1,-3,0,0.00%,-3,0,0,87,53,795,4,4.60%,15,9.1,0.2,1023,11.8,277,0.78,0.26,0.48,1300,Rishard Matthews6
Robby Anderson,NYJ,WR,0.00,0.00,2.00,329,24,2016,2,2017,18,23,1,16,117,23.00%,11.64,0.86,12.70,1.02,12.50,135.71,45.7%,17.7%,200,168.5,137,200,200,209,168.5,812,0.78,114,0.23,3,0.01,117,0.13,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,186.2,13.8,0,0,2.5,-1.6,183.7,15.4,3,9,0,0.00%,3,0.01,0,114,63,941,7,6.14%,14.9,8.3,0.23,1449,12.7,277,0.65,0.37,0.6,1726,Robby Anderson2
Robert Woods,LAR,WR,0.00,1.00,3.00,41,25,2013,5,2017,33,19,1,12,87,22.00%,11.65,2.13,10.20,1.09,13.78,158.60,28.3%,11.8%,165.3,137.3,109.3,165.3,165.3,170.3,135.3,649,0.82,85,0.22,2,0.01,87,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,139.8,25.5,0,0,0.7,0.5,139.1,25,2,12,0,0.00%,6,0.01,1,85,56,781,5,5.88%,13.9,9.2,0.22,866,10.2,304,0.9,0.28,0.53,1170,Robert Woods5
Sammy Watkins,LAR,WR,0.00,0.00,1.00,4,24,2014,4,2017,42,49,3,15,70,15.00%,8.02,1.73,14.40,0.65,9.75,74.13,29.0%,9.5%,146.3,126.8,107.3,146.3,146.3,149.3,126.8,776,0.8,70,0.15,0,0,70,0.08,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,120.3,26,0,0,0,0,120.3,26,0,0,0,0.00%,NA,0,0,70,39,593,8,11.43%,15.2,8.5,0.15,1009,14.4,185,0.59,0.27,0.41,1194,Sammy Watkins4
Stefon Diggs,MIN,WR,1.00,2.00,4.00,146,24,2015,3,2017,19,13,2,14,103,21.00%,11.76,2.40,11.30,0.95,14.16,107.75,37.5%,13.2%,198.2,166.2,134.2,198.2,198.2,201.2,166.2,780,0.8,95,0.21,8,0.02,103,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,164.6,33.6,0,0,9.9,-8.6,154.8,42.1,8,13,0,0.00%,1.6,0.02,0,95,64,849,8,8.42%,13.3,8.9,0.21,1075,11.3,298,0.79,0.31,0.53,1373,Stefon Diggs3
T.Y. Hilton,IND,WR,1.00,2.00,5.00,92,28,2012,6,2017,27,38,1,16,109,23.00%,10.63,0.47,12.80,1.03,11.10,241.50,44.9%,17.3%,177.6,149.1,120.6,177.6,177.6,188.6,147.1,926,0.9,109,0.23,0,0,109,0.12,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,170.1,7.5,0,0,0,0,170.1,7.5,0,0,0,0.00%,NA,0,1,109,57,966,4,3.67%,16.9,8.9,0.23,1390,12.8,304,0.69,0.38,0.61,1694,T.Y. Hilton6
Terrelle Pryor,WAS,WR,0.00,0.00,1.00,329,28,2011,7,2017,108,96,4,9,37,12.00%,6.99,-1.43,10.80,0.46,5.56,240.00,7.7%,5.8%,50,40,30,50,50,50,40,378,0.64,37,0.12,0,0,37,0.07,0,0,0,NaN%,0,0,NA,NA,0,0,NaN%,NA,62.9,-12.9,0,0,0,0,62.9,-12.9,0,0,0,0.00%,NA,0,0,37,20,240,1,2.70%,12,6.5,0.12,400,10.8,58,0.6,0.17,0.3,458,Terrelle Pryor7
